#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	identity	idPct
CS10_Chr08_Sanc	+	11404	11907	504	WAI3384_Chr16_Sanc	+	118415	118917	503	409/501	81.6%
CS10_Chr08_Sanc	+	11404	11907	504	CS10_Chr08_Sanc	+	121138	121640	503	409/501	81.6%
CS10_Chr08_Sanc	+	11404	12033	630	WAI2411_Chr02_Sanc	+	121249	121877	629	523/627	83.4%
CS10_Chr08_Sanc	+	11404	12033	630	WAI3384_Chr16_Sanc	+	118289	118917	629	523/627	83.4%
CS10_Chr08_Sanc	+	11404	12033	630	CS10_Chr08_Sanc	+	121012	121640	629	523/627	83.4%
CS10_Chr08_Sanc	+	11406	12928	1523	WAI2411_Chr02_Sanc	+	120999	122513	1515	1004/1442	69.6%
CS10_Chr08_Sanc	+	11406	12928	1523	WAI3384_Chr16_Sanc	+	118039	119553	1515	1004/1442	69.6%
CS10_Chr08_Sanc	+	11406	12928	1523	CS10_Chr08_Sanc	+	120762	122276	1515	1004/1442	69.6%
CS10_Chr08_Sanc	+	11526	12258	733	CS10_Chr08_Sanc	+	11400	12133	734	631/724	87.2%
CS10_Chr08_Sanc	+	11644	12275	632	WAI2411_Chr02_Sanc	+	121111	121756	646	505/622	81.2%
CS10_Chr08_Sanc	+	11644	12275	632	WAI3384_Chr16_Sanc	+	118151	118796	646	505/622	81.2%
CS10_Chr08_Sanc	+	11644	12275	632	CS10_Chr08_Sanc	+	120874	121519	646	505/622	81.2%
CS10_Chr08_Sanc	+	11652	12260	609	CS10_Chr08_Sanc	+	11400	12009	610	529/600	88.2%
CS10_Chr08_Sanc	+	11770	12242	473	WAI2411_Chr02_Sanc	+	121111	121583	473	379/464	81.7%
CS10_Chr08_Sanc	+	11770	12242	473	WAI3384_Chr16_Sanc	+	118151	118623	473	379/464	81.7%
CS10_Chr08_Sanc	+	11770	12242	473	CS10_Chr08_Sanc	+	120874	121346	473	379/464	81.7%
CS10_Chr08_Sanc	+	11778	12275	498	CS10_Chr08_Sanc	+	11400	11911	512	412/492	83.7%
CS10_Chr08_Sanc	+	11877	12275	399	WAI2411_Chr02_Sanc	+	121092	121504	413	301/389	77.4%
CS10_Chr08_Sanc	+	11877	12275	399	WAI3384_Chr16_Sanc	+	118132	118544	413	301/389	77.4%
CS10_Chr08_Sanc	+	11877	12275	399	CS10_Chr08_Sanc	+	120855	121267	413	301/389	77.4%
CS10_Chr08_Sanc	+	11904	12277	374	CS10_Chr08_Sanc	+	11400	11778	379	298/365	81.6%
CS10_Chr08_Sanc	+	11913	12278	366	WAI2411_Chr02_Sanc	+	121002	121372	371	222/363	61.2%
CS10_Chr08_Sanc	+	11913	12278	366	WAI3384_Chr16_Sanc	+	118042	118412	371	222/363	61.2%
CS10_Chr08_Sanc	+	11913	12278	366	CS10_Chr08_Sanc	+	120765	121135	371	222/363	61.2%
CS10_Chr08_Sanc	+	12030	12275	246	CS10_Chr08_Sanc	+	11400	11659	260	178/240	74.2%
CS10_Chr08_Sanc	+	22797	24524	1728	CS27_Chr08_SancII	+	37494	39319	1826	1245/1700	73.2%
CS10_Chr08_Sanc	+	22859	24535	1677	CS27_Chr08_SancII	+	40366	42101	1736	1193/1643	72.6%
CS10_Chr08_Sanc	+	23059	24524	1466	WAI3384_Chr16_Sanc	+	163501	165018	1518	911/1439	63.3%
CS10_Chr08_Sanc	+	23059	24524	1466	CS10_Chr08_Sanc	+	166900	168417	1518	911/1439	63.3%
CS10_Chr08_Sanc	+	30809	30933	125	CS10_Chr03_SancII	+	57558	57681	124	93/121	76.9%
CS10_Chr08_Sanc	+	33350	34340	991	WAI3384_Chr16_Sanc	+	159828	160808	981	589/940	62.7%
CS10_Chr08_Sanc	+	33350	34340	991	CS10_Chr08_Sanc	+	163226	164206	981	589/940	62.7%
CS10_Chr08_Sanc	+	36177	36580	404	CS10_Chr08_Sanc	+	36680	37073	394	298/391	76.2%
CS10_Chr08_Sanc	+	36189	36410	222	CS10_Chr08_Sanc	+	36816	37036	221	163/221	73.8%
CS10_Chr08_Sanc	+	36189	36706	518	CS10_Chr08_Sanc	+	36564	37073	510	386/507	76.1%
CS10_Chr08_Sanc	+	36189	36893	705	CS10_Chr08_Sanc	+	36315	37018	704	551/701	78.6%
CS10_Chr08_Sanc	+	36203	36824	622	CS10_Chr08_Sanc	+	36452	37078	627	479/621	77.1%
CS10_Chr08_Sanc	+	36315	37018	704	CS10_Chr08_Sanc	+	36189	36893	705	551/701	78.6%
CS10_Chr08_Sanc	+	36452	37078	627	CS10_Chr08_Sanc	+	36203	36824	622	479/621	77.1%
CS10_Chr08_Sanc	+	36564	37073	510	CS10_Chr08_Sanc	+	36189	36706	518	386/507	76.1%
CS10_Chr08_Sanc	+	36680	37073	394	CS10_Chr08_Sanc	+	36177	36580	404	298/391	76.2%
CS10_Chr08_Sanc	+	36816	37036	221	CS10_Chr08_Sanc	+	36189	36410	222	163/221	73.8%
CS10_Chr08_Sanc	+	36941	37048	108	CS10_Chr08_Sanc	+	36189	36296	108	68/108	63.0%
CS10_Chr08_Sanc	+	37782	37849	68	WAI2411_Chr02_Sanc	+	137907	137974	68	56/68	82.4%
CS10_Chr08_Sanc	+	37782	37849	68	CS10_Chr08_Sanc	+	144350	144417	68	56/68	82.4%
CS10_Chr08_Sanc	+	39168	53425	14258	WAI2411_Chr02_Sanc	+	48400	62456	14057	13196/14016	94.1%
CS10_Chr08_Sanc	+	39168	53425	14258	WAI3384_Chr16_Sanc	+	33995	48194	14200	13192/14013	94.1%
CS10_Chr08_Sanc	+	46653	46981	329	WAI2411_Chr02_Sanc	+	55891	56214	324	262/324	80.9%
CS10_Chr08_Sanc	+	46653	46981	329	WAI3384_Chr16_Sanc	+	41488	41811	324	262/324	80.9%
CS10_Chr08_Sanc	+	46658	46729	72	WAI2411_Chr02_Sanc	+	56129	56200	72	56/72	77.8%
CS10_Chr08_Sanc	+	46658	46729	72	WAI3384_Chr16_Sanc	+	41726	41797	72	56/72	77.8%
CS10_Chr08_Sanc	+	46658	46729	72	CS10_Chr08_Sanc	+	47049	47120	72	57/72	79.2%
CS10_Chr08_Sanc	+	46658	46761	104	WAI2411_Chr02_Sanc	+	56112	56215	104	75/104	72.1%
CS10_Chr08_Sanc	+	46658	46761	104	WAI3384_Chr16_Sanc	+	41709	41812	104	75/104	72.1%
CS10_Chr08_Sanc	+	46658	46746	89	CS10_Chr08_Sanc	+	47032	47120	89	73/89	82.0%
CS10_Chr08_Sanc	+	46658	46783	126	CS10_Chr08_Sanc	+	47015	47140	126	96/126	76.2%
CS10_Chr08_Sanc	+	46658	46777	120	WAI2411_Chr02_Sanc	+	56095	56214	120	94/120	78.3%
CS10_Chr08_Sanc	+	46658	46777	120	WAI3384_Chr16_Sanc	+	41692	41811	120	94/120	78.3%
CS10_Chr08_Sanc	+	46658	46797	140	WAI2411_Chr02_Sanc	+	56061	56200	140	110/140	78.6%
CS10_Chr08_Sanc	+	46658	46797	140	WAI3384_Chr16_Sanc	+	41658	41797	140	110/140	78.6%
CS10_Chr08_Sanc	+	46658	46830	173	CS10_Chr08_Sanc	+	46981	47158	178	133/173	76.9%
CS10_Chr08_Sanc	+	46658	46794	137	WAI2411_Chr02_Sanc	+	56078	56214	137	115/137	83.9%
CS10_Chr08_Sanc	+	46658	46794	137	WAI3384_Chr16_Sanc	+	41675	41811	137	115/137	83.9%
CS10_Chr08_Sanc	+	46658	46791	134	CS10_Chr08_Sanc	+	46998	47131	134	116/134	86.6%
CS10_Chr08_Sanc	+	46658	46828	171	WAI2411_Chr02_Sanc	+	56044	56214	171	131/171	76.6%
CS10_Chr08_Sanc	+	46658	46828	171	WAI3384_Chr16_Sanc	+	41641	41811	171	131/171	76.6%
CS10_Chr08_Sanc	+	46658	46839	182	CS10_Chr08_Sanc	+	46964	47150	187	142/182	78.0%
CS10_Chr08_Sanc	+	46658	46831	174	WAI2411_Chr02_Sanc	+	56027	56200	174	136/174	78.2%
CS10_Chr08_Sanc	+	46658	46831	174	WAI3384_Chr16_Sanc	+	41624	41797	174	136/174	78.2%
CS10_Chr08_Sanc	+	46658	46831	174	CS10_Chr08_Sanc	+	46947	47120	174	144/174	82.8%
CS10_Chr08_Sanc	+	46658	46863	206	WAI2411_Chr02_Sanc	+	56010	56215	206	161/206	78.2%
CS10_Chr08_Sanc	+	46658	46863	206	WAI3384_Chr16_Sanc	+	41607	41812	206	161/206	78.2%
CS10_Chr08_Sanc	+	46658	46848	191	CS10_Chr08_Sanc	+	46930	47120	191	161/191	84.3%
CS10_Chr08_Sanc	+	46658	46885	228	CS10_Chr08_Sanc	+	46913	47140	228	182/228	79.8%
CS10_Chr08_Sanc	+	46658	46879	222	WAI2411_Chr02_Sanc	+	55993	56214	222	183/222	82.4%
CS10_Chr08_Sanc	+	46658	46879	222	WAI3384_Chr16_Sanc	+	41590	41811	222	183/222	82.4%
CS10_Chr08_Sanc	+	46658	46913	256	WAI2411_Chr02_Sanc	+	55959	56214	256	200/256	78.1%
CS10_Chr08_Sanc	+	46658	46913	256	WAI3384_Chr16_Sanc	+	41556	41811	256	200/256	78.1%
CS10_Chr08_Sanc	+	46658	46919	262	CS10_Chr08_Sanc	+	46879	47140	262	208/262	79.4%
CS10_Chr08_Sanc	+	46658	46930	273	WAI2411_Chr02_Sanc	+	55942	56214	273	213/273	78.0%
CS10_Chr08_Sanc	+	46658	46930	273	WAI3384_Chr16_Sanc	+	41539	41811	273	213/273	78.0%
CS10_Chr08_Sanc	+	46658	46882	225	WAI2411_Chr02_Sanc	+	55976	56200	225	195/225	86.7%
CS10_Chr08_Sanc	+	46658	46882	225	WAI3384_Chr16_Sanc	+	41573	41797	225	195/225	86.7%
CS10_Chr08_Sanc	+	46658	46882	225	CS10_Chr08_Sanc	+	46896	47120	225	200/225	88.9%
CS10_Chr08_Sanc	+	46658	46947	290	WAI2411_Chr02_Sanc	+	55925	56214	290	226/290	77.9%
CS10_Chr08_Sanc	+	46658	46947	290	WAI3384_Chr16_Sanc	+	41522	41811	290	226/290	77.9%
CS10_Chr08_Sanc	+	46658	46953	296	CS10_Chr08_Sanc	+	46845	47140	296	236/296	79.7%
CS10_Chr08_Sanc	+	46658	46961	304	CS10_Chr08_Sanc	+	46828	47131	304	246/304	80.9%
CS10_Chr08_Sanc	+	46658	46965	308	WAI2411_Chr02_Sanc	+	55908	56215	308	247/308	80.2%
CS10_Chr08_Sanc	+	46658	46965	308	WAI3384_Chr16_Sanc	+	41505	41812	308	247/308	80.2%
CS10_Chr08_Sanc	+	46658	46978	321	CS10_Chr08_Sanc	+	46811	47131	321	262/321	81.6%
CS10_Chr08_Sanc	+	46658	47004	347	CS10_Chr08_Sanc	+	46794	47140	347	285/347	82.1%
CS10_Chr08_Sanc	+	46658	47021	364	CS10_Chr08_Sanc	+	46777	47140	364	293/364	80.5%
CS10_Chr08_Sanc	+	46658	47055	398	CS10_Chr08_Sanc	+	46743	47140	398	323/398	81.2%
CS10_Chr08_Sanc	+	46658	47085	428	CS10_Chr08_Sanc	+	46726	47158	433	346/428	80.8%
CS10_Chr08_Sanc	+	46658	47122	465	CS10_Chr08_Sanc	+	46709	47171	463	374/458	81.7%
CS10_Chr08_Sanc	+	46658	47097	440	CS10_Chr08_Sanc	+	46692	47131	440	366/440	83.2%
CS10_Chr08_Sanc	+	46658	47192	535	CS10_Chr08_Sanc	+	46675	47265	591	439/535	82.1%
CS10_Chr08_Sanc	+	46665	46927	263	CS10_Chr08_Sanc	+	46869	47131	263	214/263	81.4%
CS10_Chr08_Sanc	+	46665	47051	387	CS10_Chr08_Sanc	+	46767	47158	392	337/387	87.1%
CS10_Chr08_Sanc	+	46674	47015	342	WAI2411_Chr02_Sanc	+	55890	56214	325	267/325	82.2%
CS10_Chr08_Sanc	+	46674	47015	342	WAI3384_Chr16_Sanc	+	41487	41811	325	267/325	82.2%
CS10_Chr08_Sanc	+	46675	47265	591	CS10_Chr08_Sanc	+	46658	47192	535	439/535	82.1%
CS10_Chr08_Sanc	+	46691	47032	342	WAI2411_Chr02_Sanc	+	55890	56214	325	265/325	81.5%
CS10_Chr08_Sanc	+	46691	47032	342	WAI3384_Chr16_Sanc	+	41487	41811	325	265/325	81.5%
CS10_Chr08_Sanc	+	46692	47131	440	CS10_Chr08_Sanc	+	46658	47097	440	366/440	83.2%
CS10_Chr08_Sanc	+	46708	47066	359	WAI2411_Chr02_Sanc	+	55890	56214	325	266/325	81.8%
CS10_Chr08_Sanc	+	46708	47066	359	WAI3384_Chr16_Sanc	+	41487	41811	325	266/325	81.8%
CS10_Chr08_Sanc	+	46709	47171	463	CS10_Chr08_Sanc	+	46658	47122	465	374/458	81.7%
CS10_Chr08_Sanc	+	46725	47083	359	WAI2411_Chr02_Sanc	+	55890	56214	325	265/325	81.5%
CS10_Chr08_Sanc	+	46725	47083	359	WAI3384_Chr16_Sanc	+	41487	41811	325	265/325	81.5%
CS10_Chr08_Sanc	+	46726	47158	433	CS10_Chr08_Sanc	+	46658	47085	428	346/428	80.8%
CS10_Chr08_Sanc	+	46742	47101	360	WAI2411_Chr02_Sanc	+	55890	56215	326	268/326	82.2%
CS10_Chr08_Sanc	+	46742	47101	360	WAI3384_Chr16_Sanc	+	41487	41812	326	268/326	82.2%
CS10_Chr08_Sanc	+	46743	47140	398	CS10_Chr08_Sanc	+	46658	47055	398	323/398	81.2%
CS10_Chr08_Sanc	+	46759	47192	434	WAI2411_Chr02_Sanc	+	55890	56324	435	335/399	84.0%
CS10_Chr08_Sanc	+	46759	47192	434	WAI3384_Chr16_Sanc	+	41487	41921	435	335/399	84.0%
CS10_Chr08_Sanc	+	46767	47158	392	CS10_Chr08_Sanc	+	46665	47051	387	337/387	87.1%
CS10_Chr08_Sanc	+	46777	47140	364	CS10_Chr08_Sanc	+	46658	47021	364	293/364	80.5%
CS10_Chr08_Sanc	+	46794	47140	347	CS10_Chr08_Sanc	+	46658	47004	347	285/347	82.1%
CS10_Chr08_Sanc	+	46811	47131	321	CS10_Chr08_Sanc	+	46658	46978	321	262/321	81.6%
CS10_Chr08_Sanc	+	46811	47157	347	WAI2411_Chr02_Sanc	+	55874	56212	339	278/339	82.0%
CS10_Chr08_Sanc	+	46811	47157	347	WAI3384_Chr16_Sanc	+	41471	41809	339	278/339	82.0%
CS10_Chr08_Sanc	+	46828	47131	304	CS10_Chr08_Sanc	+	46658	46961	304	246/304	80.9%
CS10_Chr08_Sanc	+	46828	47120	293	WAI2411_Chr02_Sanc	+	55874	56166	293	245/293	83.6%
CS10_Chr08_Sanc	+	46828	47120	293	WAI3384_Chr16_Sanc	+	41471	41763	293	245/293	83.6%
CS10_Chr08_Sanc	+	46834	47120	287	WAI2411_Chr02_Sanc	+	55862	56149	288	241/287	84.0%
CS10_Chr08_Sanc	+	46834	47120	287	WAI3384_Chr16_Sanc	+	41459	41746	288	241/287	84.0%
CS10_Chr08_Sanc	+	46845	47140	296	CS10_Chr08_Sanc	+	46658	46953	296	236/296	79.7%
CS10_Chr08_Sanc	+	46869	47131	263	CS10_Chr08_Sanc	+	46665	46927	263	214/263	81.4%
CS10_Chr08_Sanc	+	46869	47120	252	WAI2411_Chr02_Sanc	+	55881	56132	252	215/252	85.3%
CS10_Chr08_Sanc	+	46869	47120	252	WAI3384_Chr16_Sanc	+	41478	41729	252	215/252	85.3%
CS10_Chr08_Sanc	+	46879	47140	262	CS10_Chr08_Sanc	+	46658	46919	262	208/262	79.4%
CS10_Chr08_Sanc	+	46879	47120	242	WAI2411_Chr02_Sanc	+	55874	56115	242	207/242	85.5%
CS10_Chr08_Sanc	+	46879	47120	242	WAI3384_Chr16_Sanc	+	41471	41712	242	207/242	85.5%
CS10_Chr08_Sanc	+	46896	47158	263	WAI2411_Chr02_Sanc	+	55874	56131	258	214/258	82.9%
CS10_Chr08_Sanc	+	46896	47158	263	WAI3384_Chr16_Sanc	+	41471	41728	258	214/258	82.9%
CS10_Chr08_Sanc	+	46896	47120	225	CS10_Chr08_Sanc	+	46658	46882	225	200/225	88.9%
CS10_Chr08_Sanc	+	46913	47140	228	CS10_Chr08_Sanc	+	46658	46885	228	182/228	79.8%
CS10_Chr08_Sanc	+	46913	47120	208	WAI2411_Chr02_Sanc	+	55874	56081	208	177/208	85.1%
CS10_Chr08_Sanc	+	46913	47120	208	WAI3384_Chr16_Sanc	+	41471	41678	208	177/208	85.1%
CS10_Chr08_Sanc	+	46930	47120	191	CS10_Chr08_Sanc	+	46658	46848	191	161/191	84.3%
CS10_Chr08_Sanc	+	46930	47120	191	WAI2411_Chr02_Sanc	+	55874	56064	191	163/191	85.3%
CS10_Chr08_Sanc	+	46930	47120	191	WAI3384_Chr16_Sanc	+	41471	41661	191	163/191	85.3%
CS10_Chr08_Sanc	+	46947	47120	174	CS10_Chr08_Sanc	+	46658	46831	174	144/174	82.8%
CS10_Chr08_Sanc	+	46947	47120	174	WAI2411_Chr02_Sanc	+	55874	56047	174	150/174	86.2%
CS10_Chr08_Sanc	+	46947	47120	174	WAI3384_Chr16_Sanc	+	41471	41644	174	150/174	86.2%
CS10_Chr08_Sanc	+	46964	47150	187	CS10_Chr08_Sanc	+	46658	46839	182	142/182	78.0%
CS10_Chr08_Sanc	+	46964	47120	157	WAI2411_Chr02_Sanc	+	55874	56030	157	133/157	84.7%
CS10_Chr08_Sanc	+	46964	47120	157	WAI3384_Chr16_Sanc	+	41471	41627	157	133/157	84.7%
CS10_Chr08_Sanc	+	46981	47158	178	CS10_Chr08_Sanc	+	46658	46830	173	133/173	76.9%
CS10_Chr08_Sanc	+	46981	47140	160	WAI2411_Chr02_Sanc	+	55874	56033	160	127/160	79.4%
CS10_Chr08_Sanc	+	46981	47140	160	WAI3384_Chr16_Sanc	+	41471	41630	160	127/160	79.4%
CS10_Chr08_Sanc	+	46998	47140	143	WAI2411_Chr02_Sanc	+	55874	56016	143	112/143	78.3%
CS10_Chr08_Sanc	+	46998	47140	143	WAI3384_Chr16_Sanc	+	41471	41613	143	112/143	78.3%
CS10_Chr08_Sanc	+	46998	47131	134	CS10_Chr08_Sanc	+	46658	46791	134	116/134	86.6%
CS10_Chr08_Sanc	+	47015	47140	126	WAI2411_Chr02_Sanc	+	55874	55999	126	93/126	73.8%
CS10_Chr08_Sanc	+	47015	47140	126	WAI3384_Chr16_Sanc	+	41471	41596	126	93/126	73.8%
CS10_Chr08_Sanc	+	47015	47140	126	CS10_Chr08_Sanc	+	46658	46783	126	96/126	76.2%
CS10_Chr08_Sanc	+	47032	47120	89	WAI2411_Chr02_Sanc	+	55874	55962	89	71/89	79.8%
CS10_Chr08_Sanc	+	47032	47120	89	WAI3384_Chr16_Sanc	+	41471	41559	89	71/89	79.8%
CS10_Chr08_Sanc	+	47032	47120	89	CS10_Chr08_Sanc	+	46658	46746	89	73/89	82.0%
CS10_Chr08_Sanc	+	47049	47120	72	WAI2411_Chr02_Sanc	+	55874	55945	72	54/72	75.0%
CS10_Chr08_Sanc	+	47049	47120	72	WAI3384_Chr16_Sanc	+	41471	41542	72	54/72	75.0%
CS10_Chr08_Sanc	+	47049	47120	72	CS10_Chr08_Sanc	+	46658	46729	72	57/72	79.2%
CS10_Chr08_Sanc	+	52144	52771	628	WAI2411_Chr02_Sanc	+	46323	46939	617	477/612	77.9%
CS10_Chr08_Sanc	+	52144	52778	635	WAI2411_Chr02_Sanc	+	19139	19762	624	516/621	83.1%
CS10_Chr08_Sanc	+	52144	52778	635	WAI3384_Chr16_Sanc	+	19079	19704	626	516/621	83.1%
CS10_Chr08_Sanc	+	52818	52891	74	WAI2411_Chr02_Sanc	+	87964	88037	74	58/74	78.4%
CS10_Chr08_Sanc	+	52818	52891	74	WAI3384_Chr16_Sanc	+	76876	76949	74	58/74	78.4%
CS10_Chr08_Sanc	+	52818	52891	74	CS10_Chr08_Sanc	+	80293	80366	74	58/74	78.4%
CS10_Chr08_Sanc	+	52818	52891	74	WAI2411_Chr02_Sanc	+	87823	87896	74	59/74	79.7%
CS10_Chr08_Sanc	+	52818	52891	74	WAI3384_Chr16_Sanc	+	76735	76808	74	59/74	79.7%
CS10_Chr08_Sanc	+	52818	52891	74	CS10_Chr08_Sanc	+	80152	80225	74	59/74	79.7%
CS10_Chr08_Sanc	+	52973	53027	55	WAI2411_Chr02_Sanc	+	28526	28580	55	43/55	78.2%
CS10_Chr08_Sanc	+	52977	53027	51	WAI3384_Chr16_Sanc	+	28476	28526	51	41/51	80.4%
CS10_Chr08_Sanc	+	52988	53276	289	WAI2411_Chr02_Sanc	+	115736	116024	289	254/289	87.9%
CS10_Chr08_Sanc	+	52988	53276	289	WAI3384_Chr16_Sanc	+	112775	113063	289	254/289	87.9%
CS10_Chr08_Sanc	+	52988	53276	289	CS10_Chr08_Sanc	+	114132	114420	289	254/289	87.9%
CS10_Chr08_Sanc	+	53253	53430	178	WAI2411_Chr02_Sanc	+	118324	118500	177	132/171	77.2%
CS10_Chr08_Sanc	+	53253	53437	185	WAI3384_Chr16_Sanc	+	115366	115549	184	133/178	74.7%
