#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	identity	idPct
CS10_Chr08_Sanc	+	8735	8826	92	CS10_Chr08_Sanc	+	8704	8802	99	66/92	71.7%
CS10_Chr08_Sanc	+	9252	9613	362	WAI3384_Chr16_Sanc	+	138994	139355	362	307/359	85.5%
CS10_Chr08_Sanc	+	9252	9613	362	WAI3384_Chr16_Sanc	+	132995	133356	362	306/359	85.2%
CS10_Chr08_Sanc	+	9252	9613	362	WAI2411_Chr02_Sanc	+	135932	136293	362	307/359	85.5%
CS10_Chr08_Sanc	+	9252	9613	362	CS10_Chr08_Sanc	+	142372	142734	363	307/360	85.3%
CS10_Chr08_Sanc	+	9252	9613	362	CS10_Chr08_Sanc	+	136374	136736	363	308/360	85.6%
CS10_Chr08_Sanc	+	9252	9613	362	CS10_Chr08_Sanc	+	135698	136060	363	308/360	85.6%
CS10_Chr08_Sanc	+	9254	9629	376	CS10_Chr08_Sanc	+	129696	130077	382	266/376	70.7%
CS10_Chr08_Sanc	+	9254	9612	359	WAI3384_Chr16_Sanc	+	126972	127341	370	260/358	72.6%
CS10_Chr08_Sanc	+	9254	9625	372	WAI2411_Chr02_Sanc	+	129936	130312	377	265/371	71.4%
CS10_Chr08_Sanc	+	11136	12135	1000	WAI3384_Chr16_Sanc	+	117895	118893	999	785/998	78.7%
CS10_Chr08_Sanc	+	11136	12135	1000	WAI2411_Chr02_Sanc	+	120855	121853	999	785/998	78.7%
CS10_Chr08_Sanc	+	11136	12135	1000	CS10_Chr08_Sanc	+	120618	121616	999	785/998	78.7%
CS10_Chr08_Sanc	+	11406	11665	260	CS10_Chr08_Sanc	+	12036	12281	246	178/240	74.2%
CS10_Chr08_Sanc	+	11406	11784	379	CS10_Chr08_Sanc	+	11910	12283	374	298/365	81.6%
CS10_Chr08_Sanc	+	11406	11917	512	CS10_Chr08_Sanc	+	11784	12281	498	412/492	83.7%
CS10_Chr08_Sanc	+	11406	12015	610	CS10_Chr08_Sanc	+	11658	12266	609	529/600	88.2%
CS10_Chr08_Sanc	+	11406	12139	734	CS10_Chr08_Sanc	+	11532	12264	733	631/724	87.2%
CS10_Chr08_Sanc	+	11410	11661	252	WAI3384_Chr16_Sanc	+	118673	118923	251	193/249	77.5%
CS10_Chr08_Sanc	+	11410	11661	252	WAI2411_Chr02_Sanc	+	121633	121883	251	193/249	77.5%
CS10_Chr08_Sanc	+	11410	11661	252	CS10_Chr08_Sanc	+	121396	121646	251	193/249	77.5%
CS10_Chr08_Sanc	+	11410	11787	378	WAI3384_Chr16_Sanc	+	118547	118923	377	294/375	78.4%
CS10_Chr08_Sanc	+	11410	11787	378	WAI2411_Chr02_Sanc	+	121507	121883	377	294/375	78.4%
CS10_Chr08_Sanc	+	11410	11787	378	CS10_Chr08_Sanc	+	121270	121646	377	294/375	78.4%
CS10_Chr08_Sanc	+	11410	11913	504	WAI3384_Chr16_Sanc	+	118421	118923	503	409/501	81.6%
CS10_Chr08_Sanc	+	11410	11913	504	WAI2411_Chr02_Sanc	+	121381	121883	503	409/501	81.6%
CS10_Chr08_Sanc	+	11410	11913	504	CS10_Chr08_Sanc	+	121144	121646	503	409/501	81.6%
CS10_Chr08_Sanc	+	11410	12039	630	WAI3384_Chr16_Sanc	+	118295	118923	629	523/627	83.4%
CS10_Chr08_Sanc	+	11410	12039	630	WAI2411_Chr02_Sanc	+	121255	121883	629	523/627	83.4%
CS10_Chr08_Sanc	+	11410	12039	630	CS10_Chr08_Sanc	+	121018	121646	629	523/627	83.4%
CS10_Chr08_Sanc	+	11412	12934	1523	WAI3384_Chr16_Sanc	+	118045	119559	1515	1004/1442	69.6%
CS10_Chr08_Sanc	+	11412	12934	1523	WAI2411_Chr02_Sanc	+	121005	122519	1515	1004/1442	69.6%
CS10_Chr08_Sanc	+	11412	12934	1523	CS10_Chr08_Sanc	+	120768	122282	1515	1004/1442	69.6%
CS10_Chr08_Sanc	+	11532	12264	733	CS10_Chr08_Sanc	+	11406	12139	734	631/724	87.2%
CS10_Chr08_Sanc	+	11650	12281	632	WAI3384_Chr16_Sanc	+	118157	118802	646	505/622	81.2%
CS10_Chr08_Sanc	+	11650	12281	632	WAI2411_Chr02_Sanc	+	121117	121762	646	505/622	81.2%
CS10_Chr08_Sanc	+	11650	12281	632	CS10_Chr08_Sanc	+	120880	121525	646	505/622	81.2%
CS10_Chr08_Sanc	+	11658	12266	609	CS10_Chr08_Sanc	+	11406	12015	610	529/600	88.2%
CS10_Chr08_Sanc	+	11776	12248	473	WAI3384_Chr16_Sanc	+	118157	118629	473	379/464	81.7%
CS10_Chr08_Sanc	+	11776	12248	473	WAI2411_Chr02_Sanc	+	121117	121589	473	379/464	81.7%
CS10_Chr08_Sanc	+	11776	12248	473	CS10_Chr08_Sanc	+	120880	121352	473	379/464	81.7%
CS10_Chr08_Sanc	+	11784	12281	498	CS10_Chr08_Sanc	+	11406	11917	512	412/492	83.7%
CS10_Chr08_Sanc	+	11883	12281	399	WAI3384_Chr16_Sanc	+	118138	118550	413	301/389	77.4%
CS10_Chr08_Sanc	+	11883	12281	399	WAI2411_Chr02_Sanc	+	121098	121510	413	301/389	77.4%
CS10_Chr08_Sanc	+	11883	12281	399	CS10_Chr08_Sanc	+	120861	121273	413	301/389	77.4%
CS10_Chr08_Sanc	+	11910	12283	374	CS10_Chr08_Sanc	+	11406	11784	379	298/365	81.6%
CS10_Chr08_Sanc	+	12036	12281	246	CS10_Chr08_Sanc	+	11406	11665	260	178/240	74.2%
CS10_Chr08_Sanc	+	36183	36586	404	CS10_Chr08_Sanc	+	36686	37079	394	298/391	76.2%
CS10_Chr08_Sanc	+	36195	36302	108	CS10_Chr08_Sanc	+	36947	37054	108	68/108	63.0%
CS10_Chr08_Sanc	+	36195	36416	222	CS10_Chr08_Sanc	+	36822	37042	221	163/221	73.8%
CS10_Chr08_Sanc	+	36195	36712	518	CS10_Chr08_Sanc	+	36570	37079	510	386/507	76.1%
CS10_Chr08_Sanc	+	36195	36899	705	CS10_Chr08_Sanc	+	36321	37024	704	551/701	78.6%
CS10_Chr08_Sanc	+	36209	36830	622	CS10_Chr08_Sanc	+	36458	37084	627	479/621	77.1%
CS10_Chr08_Sanc	+	36321	37024	704	CS10_Chr08_Sanc	+	36195	36899	705	551/701	78.6%
CS10_Chr08_Sanc	+	36458	37084	627	CS10_Chr08_Sanc	+	36209	36830	622	479/621	77.1%
CS10_Chr08_Sanc	+	36570	37079	510	CS10_Chr08_Sanc	+	36195	36712	518	386/507	76.1%
CS10_Chr08_Sanc	+	36686	37079	394	CS10_Chr08_Sanc	+	36183	36586	404	298/391	76.2%
CS10_Chr08_Sanc	+	36822	37042	221	CS10_Chr08_Sanc	+	36195	36416	222	163/221	73.8%
CS10_Chr08_Sanc	+	37788	37843	56	WAI3384_Chr16_Sanc	+	140977	141032	56	49/56	87.5%
CS10_Chr08_Sanc	+	37788	37855	68	WAI2411_Chr02_Sanc	+	137913	137980	68	56/68	82.4%
CS10_Chr08_Sanc	+	37788	37855	68	CS10_Chr08_Sanc	+	144356	144423	68	56/68	82.4%
CS10_Chr08_Sanc	+	39174	53431	14258	WAI3384_Chr16_Sanc	+	34001	48200	14200	13192/14013	94.1%
CS10_Chr08_Sanc	+	39174	53431	14258	WAI2411_Chr02_Sanc	+	48406	62462	14057	13196/14016	94.1%
CS10_Chr08_Sanc	+	46659	46987	329	WAI3384_Chr16_Sanc	+	41494	41817	324	262/324	80.9%
CS10_Chr08_Sanc	+	46659	46987	329	WAI2411_Chr02_Sanc	+	55897	56220	324	262/324	80.9%
CS10_Chr08_Sanc	+	46664	46735	72	WAI3384_Chr16_Sanc	+	41732	41803	72	56/72	77.8%
CS10_Chr08_Sanc	+	46664	46735	72	WAI2411_Chr02_Sanc	+	56135	56206	72	56/72	77.8%
CS10_Chr08_Sanc	+	46664	46735	72	CS10_Chr08_Sanc	+	47055	47126	72	57/72	79.2%
CS10_Chr08_Sanc	+	46664	46767	104	WAI3384_Chr16_Sanc	+	41715	41818	104	75/104	72.1%
CS10_Chr08_Sanc	+	46664	46767	104	WAI2411_Chr02_Sanc	+	56118	56221	104	75/104	72.1%
CS10_Chr08_Sanc	+	46664	46752	89	CS10_Chr08_Sanc	+	47038	47126	89	73/89	82.0%
CS10_Chr08_Sanc	+	46664	46789	126	CS10_Chr08_Sanc	+	47021	47146	126	96/126	76.2%
CS10_Chr08_Sanc	+	46664	46783	120	WAI3384_Chr16_Sanc	+	41698	41817	120	94/120	78.3%
CS10_Chr08_Sanc	+	46664	46783	120	WAI2411_Chr02_Sanc	+	56101	56220	120	94/120	78.3%
CS10_Chr08_Sanc	+	46664	46803	140	WAI3384_Chr16_Sanc	+	41664	41803	140	110/140	78.6%
CS10_Chr08_Sanc	+	46664	46803	140	WAI2411_Chr02_Sanc	+	56067	56206	140	110/140	78.6%
CS10_Chr08_Sanc	+	46664	46836	173	CS10_Chr08_Sanc	+	46987	47164	178	133/173	76.9%
CS10_Chr08_Sanc	+	46664	46800	137	WAI3384_Chr16_Sanc	+	41681	41817	137	115/137	83.9%
CS10_Chr08_Sanc	+	46664	46800	137	WAI2411_Chr02_Sanc	+	56084	56220	137	115/137	83.9%
CS10_Chr08_Sanc	+	46664	46797	134	CS10_Chr08_Sanc	+	47004	47137	134	116/134	86.6%
CS10_Chr08_Sanc	+	46664	46834	171	WAI3384_Chr16_Sanc	+	41647	41817	171	131/171	76.6%
CS10_Chr08_Sanc	+	46664	46834	171	WAI2411_Chr02_Sanc	+	56050	56220	171	131/171	76.6%
CS10_Chr08_Sanc	+	46664	46845	182	CS10_Chr08_Sanc	+	46970	47156	187	142/182	78.0%
CS10_Chr08_Sanc	+	46664	46837	174	WAI3384_Chr16_Sanc	+	41630	41803	174	136/174	78.2%
CS10_Chr08_Sanc	+	46664	46837	174	WAI2411_Chr02_Sanc	+	56033	56206	174	136/174	78.2%
CS10_Chr08_Sanc	+	46664	46837	174	CS10_Chr08_Sanc	+	46953	47126	174	144/174	82.8%
CS10_Chr08_Sanc	+	46664	46869	206	WAI3384_Chr16_Sanc	+	41613	41818	206	161/206	78.2%
CS10_Chr08_Sanc	+	46664	46869	206	WAI2411_Chr02_Sanc	+	56016	56221	206	161/206	78.2%
CS10_Chr08_Sanc	+	46664	46854	191	CS10_Chr08_Sanc	+	46936	47126	191	161/191	84.3%
CS10_Chr08_Sanc	+	46664	46891	228	CS10_Chr08_Sanc	+	46919	47146	228	182/228	79.8%
CS10_Chr08_Sanc	+	46664	46885	222	WAI3384_Chr16_Sanc	+	41596	41817	222	183/222	82.4%
CS10_Chr08_Sanc	+	46664	46885	222	WAI2411_Chr02_Sanc	+	55999	56220	222	183/222	82.4%
CS10_Chr08_Sanc	+	46664	46919	256	WAI3384_Chr16_Sanc	+	41562	41817	256	200/256	78.1%
CS10_Chr08_Sanc	+	46664	46919	256	WAI2411_Chr02_Sanc	+	55965	56220	256	200/256	78.1%
CS10_Chr08_Sanc	+	46664	46925	262	CS10_Chr08_Sanc	+	46885	47146	262	208/262	79.4%
CS10_Chr08_Sanc	+	46664	46936	273	WAI3384_Chr16_Sanc	+	41545	41817	273	213/273	78.0%
CS10_Chr08_Sanc	+	46664	46936	273	WAI2411_Chr02_Sanc	+	55948	56220	273	213/273	78.0%
CS10_Chr08_Sanc	+	46664	46888	225	WAI3384_Chr16_Sanc	+	41579	41803	225	195/225	86.7%
CS10_Chr08_Sanc	+	46664	46888	225	WAI2411_Chr02_Sanc	+	55982	56206	225	195/225	86.7%
CS10_Chr08_Sanc	+	46664	46888	225	CS10_Chr08_Sanc	+	46902	47126	225	200/225	88.9%
CS10_Chr08_Sanc	+	46664	46953	290	WAI3384_Chr16_Sanc	+	41528	41817	290	226/290	77.9%
CS10_Chr08_Sanc	+	46664	46953	290	WAI2411_Chr02_Sanc	+	55931	56220	290	226/290	77.9%
CS10_Chr08_Sanc	+	46664	46959	296	CS10_Chr08_Sanc	+	46851	47146	296	236/296	79.7%
CS10_Chr08_Sanc	+	46664	46967	304	CS10_Chr08_Sanc	+	46834	47137	304	246/304	80.9%
CS10_Chr08_Sanc	+	46664	46971	308	WAI3384_Chr16_Sanc	+	41511	41818	308	247/308	80.2%
CS10_Chr08_Sanc	+	46664	46971	308	WAI2411_Chr02_Sanc	+	55914	56221	308	247/308	80.2%
CS10_Chr08_Sanc	+	46664	46984	321	CS10_Chr08_Sanc	+	46817	47137	321	262/321	81.6%
CS10_Chr08_Sanc	+	46664	47010	347	CS10_Chr08_Sanc	+	46800	47146	347	285/347	82.1%
CS10_Chr08_Sanc	+	46664	47027	364	CS10_Chr08_Sanc	+	46783	47146	364	293/364	80.5%
CS10_Chr08_Sanc	+	46664	47061	398	CS10_Chr08_Sanc	+	46749	47146	398	323/398	81.2%
CS10_Chr08_Sanc	+	46664	47091	428	CS10_Chr08_Sanc	+	46732	47164	433	346/428	80.8%
CS10_Chr08_Sanc	+	46664	47128	465	CS10_Chr08_Sanc	+	46715	47177	463	374/458	81.7%
CS10_Chr08_Sanc	+	46664	47103	440	CS10_Chr08_Sanc	+	46698	47137	440	366/440	83.2%
CS10_Chr08_Sanc	+	46664	47198	535	CS10_Chr08_Sanc	+	46681	47271	591	439/535	82.1%
CS10_Chr08_Sanc	+	46671	46933	263	CS10_Chr08_Sanc	+	46875	47137	263	214/263	81.4%
CS10_Chr08_Sanc	+	46671	47057	387	CS10_Chr08_Sanc	+	46773	47164	392	337/387	87.1%
CS10_Chr08_Sanc	+	46680	47021	342	WAI3384_Chr16_Sanc	+	41493	41817	325	267/325	82.2%
CS10_Chr08_Sanc	+	46680	47021	342	WAI2411_Chr02_Sanc	+	55896	56220	325	267/325	82.2%
CS10_Chr08_Sanc	+	46681	47271	591	CS10_Chr08_Sanc	+	46664	47198	535	439/535	82.1%
CS10_Chr08_Sanc	+	46697	47038	342	WAI3384_Chr16_Sanc	+	41493	41817	325	265/325	81.5%
CS10_Chr08_Sanc	+	46697	47038	342	WAI2411_Chr02_Sanc	+	55896	56220	325	265/325	81.5%
CS10_Chr08_Sanc	+	46698	47137	440	CS10_Chr08_Sanc	+	46664	47103	440	366/440	83.2%
CS10_Chr08_Sanc	+	46714	47072	359	WAI3384_Chr16_Sanc	+	41493	41817	325	266/325	81.8%
CS10_Chr08_Sanc	+	46714	47072	359	WAI2411_Chr02_Sanc	+	55896	56220	325	266/325	81.8%
CS10_Chr08_Sanc	+	46715	47177	463	CS10_Chr08_Sanc	+	46664	47128	465	374/458	81.7%
CS10_Chr08_Sanc	+	46731	47089	359	WAI3384_Chr16_Sanc	+	41493	41817	325	265/325	81.5%
CS10_Chr08_Sanc	+	46731	47089	359	WAI2411_Chr02_Sanc	+	55896	56220	325	265/325	81.5%
CS10_Chr08_Sanc	+	46732	47164	433	CS10_Chr08_Sanc	+	46664	47091	428	346/428	80.8%
CS10_Chr08_Sanc	+	46748	47107	360	WAI3384_Chr16_Sanc	+	41493	41818	326	268/326	82.2%
CS10_Chr08_Sanc	+	46748	47107	360	WAI2411_Chr02_Sanc	+	55896	56221	326	268/326	82.2%
CS10_Chr08_Sanc	+	46749	47146	398	CS10_Chr08_Sanc	+	46664	47061	398	323/398	81.2%
CS10_Chr08_Sanc	+	46765	47198	434	WAI3384_Chr16_Sanc	+	41493	41927	435	335/399	84.0%
CS10_Chr08_Sanc	+	46765	47198	434	WAI2411_Chr02_Sanc	+	55896	56330	435	335/399	84.0%
CS10_Chr08_Sanc	+	46773	47164	392	CS10_Chr08_Sanc	+	46671	47057	387	337/387	87.1%
CS10_Chr08_Sanc	+	46783	47146	364	CS10_Chr08_Sanc	+	46664	47027	364	293/364	80.5%
CS10_Chr08_Sanc	+	46800	47146	347	CS10_Chr08_Sanc	+	46664	47010	347	285/347	82.1%
CS10_Chr08_Sanc	+	46817	47137	321	CS10_Chr08_Sanc	+	46664	46984	321	262/321	81.6%
CS10_Chr08_Sanc	+	46817	47163	347	WAI3384_Chr16_Sanc	+	41477	41815	339	278/339	82.0%
CS10_Chr08_Sanc	+	46817	47163	347	WAI2411_Chr02_Sanc	+	55880	56218	339	278/339	82.0%
CS10_Chr08_Sanc	+	46834	47137	304	CS10_Chr08_Sanc	+	46664	46967	304	246/304	80.9%
CS10_Chr08_Sanc	+	46834	47126	293	WAI3384_Chr16_Sanc	+	41477	41769	293	245/293	83.6%
CS10_Chr08_Sanc	+	46834	47126	293	WAI2411_Chr02_Sanc	+	55880	56172	293	245/293	83.6%
CS10_Chr08_Sanc	+	46840	47126	287	WAI3384_Chr16_Sanc	+	41465	41752	288	241/287	84.0%
CS10_Chr08_Sanc	+	46840	47126	287	WAI2411_Chr02_Sanc	+	55868	56155	288	241/287	84.0%
CS10_Chr08_Sanc	+	46851	47146	296	CS10_Chr08_Sanc	+	46664	46959	296	236/296	79.7%
CS10_Chr08_Sanc	+	46875	47137	263	CS10_Chr08_Sanc	+	46671	46933	263	214/263	81.4%
CS10_Chr08_Sanc	+	46875	47126	252	WAI3384_Chr16_Sanc	+	41484	41735	252	215/252	85.3%
CS10_Chr08_Sanc	+	46875	47126	252	WAI2411_Chr02_Sanc	+	55887	56138	252	215/252	85.3%
CS10_Chr08_Sanc	+	46885	47146	262	CS10_Chr08_Sanc	+	46664	46925	262	208/262	79.4%
CS10_Chr08_Sanc	+	46885	47126	242	WAI3384_Chr16_Sanc	+	41477	41718	242	207/242	85.5%
CS10_Chr08_Sanc	+	46885	47126	242	WAI2411_Chr02_Sanc	+	55880	56121	242	207/242	85.5%
CS10_Chr08_Sanc	+	46902	47164	263	WAI3384_Chr16_Sanc	+	41477	41734	258	214/258	82.9%
CS10_Chr08_Sanc	+	46902	47164	263	WAI2411_Chr02_Sanc	+	55880	56137	258	214/258	82.9%
CS10_Chr08_Sanc	+	46902	47126	225	CS10_Chr08_Sanc	+	46664	46888	225	200/225	88.9%
CS10_Chr08_Sanc	+	46919	47146	228	CS10_Chr08_Sanc	+	46664	46891	228	182/228	79.8%
CS10_Chr08_Sanc	+	46919	47126	208	WAI3384_Chr16_Sanc	+	41477	41684	208	177/208	85.1%
CS10_Chr08_Sanc	+	46919	47126	208	WAI2411_Chr02_Sanc	+	55880	56087	208	177/208	85.1%
CS10_Chr08_Sanc	+	46936	47126	191	CS10_Chr08_Sanc	+	46664	46854	191	161/191	84.3%
CS10_Chr08_Sanc	+	46936	47126	191	WAI3384_Chr16_Sanc	+	41477	41667	191	163/191	85.3%
CS10_Chr08_Sanc	+	46936	47126	191	WAI2411_Chr02_Sanc	+	55880	56070	191	163/191	85.3%
CS10_Chr08_Sanc	+	46953	47126	174	CS10_Chr08_Sanc	+	46664	46837	174	144/174	82.8%
CS10_Chr08_Sanc	+	46953	47126	174	WAI3384_Chr16_Sanc	+	41477	41650	174	150/174	86.2%
CS10_Chr08_Sanc	+	46953	47126	174	WAI2411_Chr02_Sanc	+	55880	56053	174	150/174	86.2%
CS10_Chr08_Sanc	+	46970	47156	187	CS10_Chr08_Sanc	+	46664	46845	182	142/182	78.0%
CS10_Chr08_Sanc	+	46970	47126	157	WAI3384_Chr16_Sanc	+	41477	41633	157	133/157	84.7%
CS10_Chr08_Sanc	+	46970	47126	157	WAI2411_Chr02_Sanc	+	55880	56036	157	133/157	84.7%
CS10_Chr08_Sanc	+	46987	47164	178	CS10_Chr08_Sanc	+	46664	46836	173	133/173	76.9%
CS10_Chr08_Sanc	+	46987	47146	160	WAI3384_Chr16_Sanc	+	41477	41636	160	127/160	79.4%
CS10_Chr08_Sanc	+	46987	47146	160	WAI2411_Chr02_Sanc	+	55880	56039	160	127/160	79.4%
CS10_Chr08_Sanc	+	47004	47146	143	WAI3384_Chr16_Sanc	+	41477	41619	143	112/143	78.3%
CS10_Chr08_Sanc	+	47004	47146	143	WAI2411_Chr02_Sanc	+	55880	56022	143	112/143	78.3%
CS10_Chr08_Sanc	+	47004	47137	134	CS10_Chr08_Sanc	+	46664	46797	134	116/134	86.6%
CS10_Chr08_Sanc	+	47021	47146	126	CS10_Chr08_Sanc	+	46664	46789	126	96/126	76.2%
CS10_Chr08_Sanc	+	47038	47126	89	WAI3384_Chr16_Sanc	+	41477	41565	89	71/89	79.8%
CS10_Chr08_Sanc	+	47038	47126	89	WAI2411_Chr02_Sanc	+	55880	55968	89	71/89	79.8%
CS10_Chr08_Sanc	+	47038	47126	89	CS10_Chr08_Sanc	+	46664	46752	89	73/89	82.0%
CS10_Chr08_Sanc	+	47055	47126	72	WAI3384_Chr16_Sanc	+	41477	41548	72	54/72	75.0%
CS10_Chr08_Sanc	+	47055	47126	72	WAI2411_Chr02_Sanc	+	55880	55951	72	54/72	75.0%
CS10_Chr08_Sanc	+	47055	47126	72	CS10_Chr08_Sanc	+	46664	46735	72	57/72	79.2%
CS10_Chr08_Sanc	+	52150	52777	628	WAI2411_Chr02_Sanc	+	46329	46945	617	477/612	77.9%
CS10_Chr08_Sanc	+	52150	52784	635	WAI3384_Chr16_Sanc	+	19085	19710	626	516/621	83.1%
CS10_Chr08_Sanc	+	52150	52784	635	WAI2411_Chr02_Sanc	+	19145	19768	624	516/621	83.1%
CS10_Chr08_Sanc	+	52836	52886	51	WAI3384_Chr16_Sanc	+	76483	76533	51	46/51	90.2%
CS10_Chr08_Sanc	+	52836	52886	51	WAI2411_Chr02_Sanc	+	87571	87621	51	46/51	90.2%
CS10_Chr08_Sanc	+	52836	52886	51	CS10_Chr08_Sanc	+	79900	79950	51	46/51	90.2%
CS10_Chr08_Sanc	+	52979	53033	55	WAI2411_Chr02_Sanc	+	28532	28586	55	43/55	78.2%
CS10_Chr08_Sanc	+	52983	53033	51	WAI3384_Chr16_Sanc	+	28482	28532	51	41/51	80.4%
CS10_Chr08_Sanc	+	52994	53282	289	WAI3384_Chr16_Sanc	+	112781	113069	289	254/289	87.9%
CS10_Chr08_Sanc	+	52994	53282	289	WAI2411_Chr02_Sanc	+	115742	116030	289	254/289	87.9%
CS10_Chr08_Sanc	+	52994	53282	289	CS10_Chr08_Sanc	+	114138	114426	289	254/289	87.9%
CS10_Chr08_Sanc	+	54012	54788	777	WAI2411_Chr02_Sanc	+	17828	18599	772	542/762	71.1%
CS10_Chr08_Sanc	+	54012	54788	777	WAI3384_Chr16_Sanc	+	17767	18539	773	543/763	71.2%
CS10_Chr08_Sanc	+	54777	75378	20602	WAI3384_Chr16_Sanc	+	48187	69068	20882	20217/20559	98.3%
CS10_Chr08_Sanc	+	54777	92670	37894	WAI2411_Chr02_Sanc	+	62449	100340	37892	37476/37848	99.0%
CS10_Chr08_Sanc	+	54786	55444	659	WAI3384_Chr16_Sanc	+	115536	116186	651	577/651	88.6%
CS10_Chr08_Sanc	+	54788	55014	227	CS10_Chr08_Sanc	+	116895	117121	227	197/227	86.8%
CS10_Chr08_Sanc	+	54788	55444	657	WAI2411_Chr02_Sanc	+	118498	119145	648	576/648	88.9%
CS10_Chr08_Sanc	+	54998	55444	447	CS10_Chr08_Sanc	+	118469	118907	439	395/439	90.0%
CS10_Chr08_Sanc	+	56006	56251	246	CS10_Chr08_Sanc	+	56268	56503	236	150/236	63.6%
CS10_Chr08_Sanc	+	56006	56251	246	WAI3384_Chr16_Sanc	+	49690	49925	236	150/236	63.6%
CS10_Chr08_Sanc	+	56006	56251	246	WAI2411_Chr02_Sanc	+	63952	64187	236	150/236	63.6%
CS10_Chr08_Sanc	+	56268	56501	234	WAI3384_Chr16_Sanc	+	49428	49671	244	148/234	63.2%
CS10_Chr08_Sanc	+	56268	56501	234	WAI2411_Chr02_Sanc	+	63690	63933	244	148/234	63.2%
CS10_Chr08_Sanc	+	56268	56503	236	CS10_Chr08_Sanc	+	56006	56251	246	150/236	63.6%
CS10_Chr08_Sanc	+	75363	84020	8658	WAI3384_Chr16_Sanc	+	71951	80601	8651	8648/8651	100.0%
CS10_Chr08_Sanc	+	79716	79950	235	WAI3384_Chr16_Sanc	+	76838	77073	236	158/218	72.5%
CS10_Chr08_Sanc	+	79716	79950	235	WAI2411_Chr02_Sanc	+	87926	88161	236	158/218	72.5%
CS10_Chr08_Sanc	+	79716	79950	235	CS10_Chr08_Sanc	+	80255	80490	236	158/218	72.5%
CS10_Chr08_Sanc	+	79716	80083	368	WAI3384_Chr16_Sanc	+	76697	77077	381	241/350	68.9%
CS10_Chr08_Sanc	+	79716	80083	368	WAI2411_Chr02_Sanc	+	87785	88165	381	241/350	68.9%
CS10_Chr08_Sanc	+	79716	80083	368	CS10_Chr08_Sanc	+	80114	80494	381	241/350	68.9%
CS10_Chr08_Sanc	+	79766	80224	459	WAI3384_Chr16_Sanc	+	76607	77077	471	315/413	76.3%
