#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	identity	idPct
CS10_Chr08_Sanc	+	46664	47126	463	SN15_Chr05_Horiz	+	67203	67691	489	335/463	72.4%
CS10_Chr08_Sanc	+	46664	46959	296	CS10_Chr08_Sanc	+	46851	47146	296	236/296	79.7%
CS10_Chr08_Sanc	+	46664	46967	304	CS10_Chr08_Sanc	+	46834	47137	304	246/304	80.9%
CS10_Chr08_Sanc	+	46664	46984	321	CS10_Chr08_Sanc	+	46817	47137	321	262/321	81.6%
CS10_Chr08_Sanc	+	46664	47010	347	CS10_Chr08_Sanc	+	46800	47146	347	285/347	82.1%
CS10_Chr08_Sanc	+	46664	47027	364	CS10_Chr08_Sanc	+	46783	47146	364	293/364	80.5%
CS10_Chr08_Sanc	+	46664	47061	398	CS10_Chr08_Sanc	+	46749	47146	398	323/398	81.2%
CS10_Chr08_Sanc	+	46664	47091	428	CS10_Chr08_Sanc	+	46732	47164	433	346/428	80.8%
CS10_Chr08_Sanc	+	46664	47128	465	CS10_Chr08_Sanc	+	46715	47177	463	374/458	81.7%
CS10_Chr08_Sanc	+	46664	47103	440	CS10_Chr08_Sanc	+	46698	47137	440	366/440	83.2%
CS10_Chr08_Sanc	+	46664	47198	535	CS10_Chr08_Sanc	+	46681	47271	591	439/535	82.1%
CS10_Chr08_Sanc	+	46671	46933	263	CS10_Chr08_Sanc	+	46875	47137	263	214/263	81.4%
CS10_Chr08_Sanc	+	46671	47057	387	CS10_Chr08_Sanc	+	46773	47164	392	337/387	87.1%
CS10_Chr08_Sanc	+	46672	48125	1454	1CBFP_cont1.4_Horiz	+	47442	49255	1814	904/1421	63.6%
CS10_Chr08_Sanc	+	46672	48125	1454	M4_chr6_Horiz	+	40071	41884	1814	904/1421	63.6%
CS10_Chr08_Sanc	+	46672	48125	1454	I73-1_tig03_Horiz	+	42434	44247	1814	904/1421	63.6%
CS10_Chr08_Sanc	+	46680	47146	467	SN15_Chr05_Horiz	+	67182	67694	513	332/467	71.1%
CS10_Chr08_Sanc	+	46681	47126	446	SN15_Chr05_Horiz	+	67178	67657	480	317/437	72.5%
CS10_Chr08_Sanc	+	46681	47271	591	CS10_Chr08_Sanc	+	46664	47198	535	439/535	82.1%
CS10_Chr08_Sanc	+	46686	46972	287	1CBFP_cont1.4_Horiz	+	47439	47708	270	210/270	77.8%
CS10_Chr08_Sanc	+	46686	46972	287	M4_chr6_Horiz	+	40068	40337	270	210/270	77.8%
CS10_Chr08_Sanc	+	46686	46972	287	I73-1_tig03_Horiz	+	42431	42700	270	210/270	77.8%
CS10_Chr08_Sanc	+	46698	47137	440	CS10_Chr08_Sanc	+	46664	47103	440	366/440	83.2%
CS10_Chr08_Sanc	+	46704	46989	286	1CBFP_cont1.4_Horiz	+	47440	47708	269	212/269	78.8%
CS10_Chr08_Sanc	+	46704	46989	286	M4_chr6_Horiz	+	40069	40337	269	212/269	78.8%
CS10_Chr08_Sanc	+	46704	46989	286	I73-1_tig03_Horiz	+	42432	42700	269	212/269	78.8%
CS10_Chr08_Sanc	+	46715	47177	463	CS10_Chr08_Sanc	+	46664	47128	465	374/458	81.7%
CS10_Chr08_Sanc	+	46721	47006	286	1CBFP_cont1.4_Horiz	+	47440	47708	269	210/269	78.1%
CS10_Chr08_Sanc	+	46721	47006	286	M4_chr6_Horiz	+	40069	40337	269	210/269	78.1%
CS10_Chr08_Sanc	+	46721	47006	286	I73-1_tig03_Horiz	+	42432	42700	269	210/269	78.1%
CS10_Chr08_Sanc	+	46721	47146	426	SN15_Chr05_Horiz	+	67192	67660	469	303/426	71.1%
CS10_Chr08_Sanc	+	46732	47164	433	CS10_Chr08_Sanc	+	46664	47091	428	346/428	80.8%
CS10_Chr08_Sanc	+	46741	47146	406	SN15_Chr05_Horiz	+	67195	67643	449	291/406	71.7%
CS10_Chr08_Sanc	+	46748	49938	3191	SN15_Chr05_Horiz	+	67182	70670	3489	1811/3081	58.8%
CS10_Chr08_Sanc	+	46749	47146	398	CS10_Chr08_Sanc	+	46664	47061	398	323/398	81.2%
CS10_Chr08_Sanc	+	46755	47023	269	1CBFP_cont1.4_Horiz	+	47440	47708	269	212/269	78.8%
CS10_Chr08_Sanc	+	46755	47023	269	M4_chr6_Horiz	+	40069	40337	269	212/269	78.8%
CS10_Chr08_Sanc	+	46755	47023	269	I73-1_tig03_Horiz	+	42432	42700	269	212/269	78.8%
CS10_Chr08_Sanc	+	46772	47040	269	1CBFP_cont1.4_Horiz	+	47440	47708	269	211/269	78.4%
CS10_Chr08_Sanc	+	46772	47040	269	M4_chr6_Horiz	+	40069	40337	269	211/269	78.4%
CS10_Chr08_Sanc	+	46772	47040	269	I73-1_tig03_Horiz	+	42432	42700	269	211/269	78.4%
CS10_Chr08_Sanc	+	46772	47126	355	SN15_Chr05_Horiz	+	67192	67546	355	257/355	72.4%
CS10_Chr08_Sanc	+	46773	47164	392	CS10_Chr08_Sanc	+	46671	47057	387	337/387	87.1%
CS10_Chr08_Sanc	+	46777	47147	371	SN15_Chr05_Horiz	+	67175	67550	376	269/371	72.5%
CS10_Chr08_Sanc	+	46783	47146	364	CS10_Chr08_Sanc	+	46664	47027	364	293/364	80.5%
CS10_Chr08_Sanc	+	46788	47074	287	1CBFP_cont1.4_Horiz	+	47439	47708	270	223/270	82.6%
CS10_Chr08_Sanc	+	46788	47074	287	M4_chr6_Horiz	+	40068	40337	270	223/270	82.6%
CS10_Chr08_Sanc	+	46788	47074	287	I73-1_tig03_Horiz	+	42431	42700	270	223/270	82.6%
CS10_Chr08_Sanc	+	46800	47146	347	CS10_Chr08_Sanc	+	46664	47010	347	285/347	82.1%
CS10_Chr08_Sanc	+	46816	47147	332	SN15_Chr05_Horiz	+	67182	67516	335	240/332	72.3%
CS10_Chr08_Sanc	+	46817	47137	321	CS10_Chr08_Sanc	+	46664	46984	321	262/321	81.6%
CS10_Chr08_Sanc	+	46823	47091	269	1CBFP_cont1.4_Horiz	+	47440	47708	269	215/269	79.9%
CS10_Chr08_Sanc	+	46823	47091	269	M4_chr6_Horiz	+	40069	40337	269	215/269	79.9%
CS10_Chr08_Sanc	+	46823	47091	269	I73-1_tig03_Horiz	+	42432	42700	269	215/269	79.9%
CS10_Chr08_Sanc	+	46834	47137	304	CS10_Chr08_Sanc	+	46664	46967	304	246/304	80.9%
CS10_Chr08_Sanc	+	46842	47108	267	1CBFP_cont1.4_Horiz	+	47442	47708	267	212/267	79.4%
CS10_Chr08_Sanc	+	46842	47108	267	M4_chr6_Horiz	+	40071	40337	267	212/267	79.4%
CS10_Chr08_Sanc	+	46842	47108	267	I73-1_tig03_Horiz	+	42434	42700	267	212/267	79.4%
CS10_Chr08_Sanc	+	46843	47146	304	SN15_Chr05_Horiz	+	67195	67498	304	220/304	72.4%
CS10_Chr08_Sanc	+	46850	47147	298	SN15_Chr05_Horiz	+	67182	67482	301	216/298	72.5%
CS10_Chr08_Sanc	+	46851	47146	296	CS10_Chr08_Sanc	+	46664	46959	296	236/296	79.7%
CS10_Chr08_Sanc	+	46857	47125	269	1CBFP_cont1.4_Horiz	+	47440	47708	269	213/269	79.2%
CS10_Chr08_Sanc	+	46857	47125	269	M4_chr6_Horiz	+	40069	40337	269	213/269	79.2%
CS10_Chr08_Sanc	+	46857	47125	269	I73-1_tig03_Horiz	+	42432	42700	269	213/269	79.2%
CS10_Chr08_Sanc	+	46874	47126	253	1CBFP_cont1.4_Horiz	+	47440	47692	253	202/253	79.8%
CS10_Chr08_Sanc	+	46874	47126	253	M4_chr6_Horiz	+	40069	40321	253	202/253	79.8%
CS10_Chr08_Sanc	+	46874	47126	253	I73-1_tig03_Horiz	+	42432	42684	253	202/253	79.8%
CS10_Chr08_Sanc	+	46875	47137	263	CS10_Chr08_Sanc	+	46671	46933	263	214/263	81.4%
CS10_Chr08_Sanc	+	46882	47154	273	SN15_Chr05_Horiz	+	67183	67454	272	198/272	72.8%
CS10_Chr08_Sanc	+	46885	47146	262	SN15_Chr05_Horiz	+	67178	67430	253	188/253	74.3%
CS10_Chr08_Sanc	+	46885	47146	262	CS10_Chr08_Sanc	+	46664	46925	262	208/262	79.4%
CS10_Chr08_Sanc	+	46890	47126	237	1CBFP_cont1.4_Horiz	+	47439	47675	237	189/237	79.7%
CS10_Chr08_Sanc	+	46890	47126	237	M4_chr6_Horiz	+	40068	40304	237	189/237	79.7%
CS10_Chr08_Sanc	+	46890	47126	237	I73-1_tig03_Horiz	+	42431	42667	237	189/237	79.7%
CS10_Chr08_Sanc	+	46902	47126	225	CS10_Chr08_Sanc	+	46664	46888	225	200/225	88.9%
CS10_Chr08_Sanc	+	46908	47164	257	1CBFP_cont1.4_Horiz	+	47440	47691	252	194/252	77.0%
CS10_Chr08_Sanc	+	46908	47164	257	M4_chr6_Horiz	+	40069	40320	252	194/252	77.0%
CS10_Chr08_Sanc	+	46908	47164	257	I73-1_tig03_Horiz	+	42432	42683	252	194/252	77.0%
CS10_Chr08_Sanc	+	46919	47146	228	CS10_Chr08_Sanc	+	46664	46891	228	182/228	79.8%
CS10_Chr08_Sanc	+	46924	47126	203	1CBFP_cont1.4_Horiz	+	47439	47641	203	163/203	80.3%
CS10_Chr08_Sanc	+	46924	47126	203	M4_chr6_Horiz	+	40068	40270	203	163/203	80.3%
CS10_Chr08_Sanc	+	46924	47126	203	I73-1_tig03_Horiz	+	42431	42633	203	163/203	80.3%
CS10_Chr08_Sanc	+	46936	47126	191	CS10_Chr08_Sanc	+	46664	46854	191	161/191	84.3%
CS10_Chr08_Sanc	+	46942	47164	223	1CBFP_cont1.4_Horiz	+	47440	47657	218	169/218	77.5%
CS10_Chr08_Sanc	+	46942	47164	223	M4_chr6_Horiz	+	40069	40286	218	169/218	77.5%
CS10_Chr08_Sanc	+	46942	47164	223	I73-1_tig03_Horiz	+	42432	42649	218	169/218	77.5%
CS10_Chr08_Sanc	+	46952	47154	203	SN15_Chr05_Horiz	+	67182	67386	205	149/202	73.8%
CS10_Chr08_Sanc	+	46953	47126	174	CS10_Chr08_Sanc	+	46664	46837	174	144/174	82.8%
CS10_Chr08_Sanc	+	46958	47126	169	1CBFP_cont1.4_Horiz	+	47439	47607	169	132/169	78.1%
CS10_Chr08_Sanc	+	46958	47126	169	M4_chr6_Horiz	+	40068	40236	169	132/169	78.1%
CS10_Chr08_Sanc	+	46958	47126	169	I73-1_tig03_Horiz	+	42431	42599	169	132/169	78.1%
CS10_Chr08_Sanc	+	46970	47156	187	CS10_Chr08_Sanc	+	46664	46845	182	142/182	78.0%
CS10_Chr08_Sanc	+	46976	47146	171	SN15_Chr05_Horiz	+	67192	67362	171	124/171	72.5%
CS10_Chr08_Sanc	+	46987	47164	178	CS10_Chr08_Sanc	+	46664	46836	173	133/173	76.9%
CS10_Chr08_Sanc	+	46993	47147	155	SN15_Chr05_Horiz	+	67192	67346	155	113/155	72.9%
CS10_Chr08_Sanc	+	46993	47126	134	1CBFP_cont1.4_Horiz	+	47440	47573	134	106/134	79.1%
CS10_Chr08_Sanc	+	46993	47126	134	M4_chr6_Horiz	+	40069	40202	134	106/134	79.1%
CS10_Chr08_Sanc	+	46993	47126	134	I73-1_tig03_Horiz	+	42432	42565	134	106/134	79.1%
CS10_Chr08_Sanc	+	47004	47137	134	CS10_Chr08_Sanc	+	46664	46797	134	116/134	86.6%
CS10_Chr08_Sanc	+	47009	47164	156	1CBFP_cont1.4_Horiz	+	47439	47589	151	113/151	74.8%
CS10_Chr08_Sanc	+	47009	47164	156	M4_chr6_Horiz	+	40068	40218	151	113/151	74.8%
CS10_Chr08_Sanc	+	47009	47164	156	I73-1_tig03_Horiz	+	42431	42581	151	113/151	74.8%
CS10_Chr08_Sanc	+	47021	47146	126	CS10_Chr08_Sanc	+	46664	46789	126	96/126	76.2%
CS10_Chr08_Sanc	+	47038	47126	89	CS10_Chr08_Sanc	+	46664	46752	89	73/89	82.0%
CS10_Chr08_Sanc	+	47044	47164	121	1CBFP_cont1.4_Horiz	+	47440	47555	116	84/116	72.4%
CS10_Chr08_Sanc	+	47044	47164	121	M4_chr6_Horiz	+	40069	40184	116	84/116	72.4%
CS10_Chr08_Sanc	+	47044	47164	121	I73-1_tig03_Horiz	+	42432	42547	116	84/116	72.4%
CS10_Chr08_Sanc	+	47055	47126	72	CS10_Chr08_Sanc	+	46664	46735	72	57/72	79.2%
CS10_Chr08_Sanc	+	49533	49921	389	1CBFP_cont1.4_Horiz	+	51903	52301	399	246/383	64.2%
CS10_Chr08_Sanc	+	49533	49921	389	M4_chr6_Horiz	+	44532	44930	399	246/383	64.2%
CS10_Chr08_Sanc	+	49533	49921	389	I73-1_tig03_Horiz	+	46895	47293	399	246/383	64.2%
CS10_Chr08_Sanc	+	52836	52886	51	CS10_Chr08_Sanc	+	79900	79950	51	46/51	90.2%
CS10_Chr08_Sanc	+	52994	53282	289	CS10_Chr08_Sanc	+	114138	114426	289	254/289	87.9%
CS10_Chr08_Sanc	+	54788	55014	227	CS10_Chr08_Sanc	+	116895	117121	227	197/227	86.8%
CS10_Chr08_Sanc	+	54998	55444	447	CS10_Chr08_Sanc	+	118469	118907	439	395/439	90.0%
CS10_Chr08_Sanc	+	56006	56251	246	CS10_Chr08_Sanc	+	56268	56503	236	150/236	63.6%
CS10_Chr08_Sanc	+	56268	56503	236	CS10_Chr08_Sanc	+	56006	56251	246	150/236	63.6%
CS10_Chr08_Sanc	+	56843	61068	4226	SN15_Chr05_Horiz	+	234733	239074	4342	2602/4071	63.9%
CS10_Chr08_Sanc	+	56848	74283	17436	1CBFP_cont1.4_Horiz	+	52759	70431	17673	11707/16882	69.3%
CS10_Chr08_Sanc	+	56848	74283	17436	M4_chr6_Horiz	+	45391	62969	17579	11714/16918	69.2%
CS10_Chr08_Sanc	+	56848	74283	17436	I73-1_tig03_Horiz	+	47751	65401	17651	11714/16918	69.2%
CS10_Chr08_Sanc	+	61849	66788	4940	SN15_Chr05_Horiz	+	266035	270957	4923	3011/4866	61.9%
CS10_Chr08_Sanc	+	67553	74283	6731	SN15_Chr05_Horiz	+	280317	287029	6713	3915/6524	60.0%
CS10_Chr08_Sanc	+	74392	79817	5426	1CBFP_cont1.4_Horiz	+	71377	77106	5730	3650/5305	68.8%
CS10_Chr08_Sanc	+	74392	79817	5426	M4_chr6_Horiz	+	63915	69644	5730	3650/5305	68.8%
CS10_Chr08_Sanc	+	74392	79817	5426	I73-1_tig03_Horiz	+	66347	72076	5730	3650/5305	68.8%
